Synset ID,Lemma,Gendered Word,Gender,Is Gendered Word?
oewn-10021357-n,superman,man,M,
oewn-10134928-n,fugleman,man,M,
oewn-10076419-n,end man,man,M,
oewn-11157918-n,Henry Wadsworth Longfellow,fellow,M,
oewn-11157918-n,Henry Wadsworth Longfellow,fellow,M,
oewn-11157918-n,Longfellow,fellow,M,
oewn-11157918-n,Longfellow,fellow,M,
oewn-10231336-n,International Grandmaster,master,M,
oewn-10565985-n,sailing master,master,M,
oewn-10126278-n,foster mother,mother,F,
oewn-10126278-n,foster mother,mother,F,
oewn-10126278-n,foster-mother,mother,F,
oewn-10126278-n,foster-mother,mother,F,
oewn-10353551-n,motorcycle policeman,policeman,M,
oewn-10353551-n,motorcycle policeman,man,M,
oewn-10278001-n,practical nurse,nurse,F,
oewn-10278001-n,licensed practical nurse,nurse,F,
oewn-10762654-n,utility man,man,M,
oewn-11117615-n,George S. Kaufman,man,M,
oewn-11117615-n,George Simon Kaufman,man,M,
oewn-11117615-n,Kaufman,man,M,
oewn-09994178-n,journeyman,man,M,
oewn-09994178-n,artificer,artificer,M,
oewn-09994178-n,craftsman,man,M,
oewn-10579111-n,Schoolman,man,M,
oewn-10579111-n,medieval Schoolman,man,M,
oewn-09901079-n,Bushman,man,M,
oewn-10416607-n,paperboy,boy,M,
oewn-10416607-n,paperboy,boy,M,
oewn-10293049-n,old maid,maid,F,
oewn-10293049-n,old maid,old maid,F,
oewn-10397093-n,ombudsman,man,M,
oewn-11282330-n,David Riesman,man,M,
oewn-11282330-n,Riesman,man,M,
oewn-10768791-n,old-timer,old-timer,M,
oewn-10768791-n,oldtimer,oldtimer,M,
oewn-10775729-n,viscountess,viscountess,M,
oewn-10609860-n,shipping agent,gent,M,
oewn-10106152-n,fieldsman,man,M,
oewn-11351058-n,Yves Tanguy,guy,M,
oewn-11351058-n,Tanguy,guy,M,
oewn-10550252-n,rifleman,man,M,
oewn-09892601-n,brakeman,man,M,
oewn-10039277-n,frogman,man,M,
oewn-10378021-n,night watchman,man,M,
oewn-10115433-n,patrolman,man,M,
oewn-10566407-n,holy man,man,M,
oewn-10674608-n,longshoreman,man,M,
oewn-10602198-n,man,man,M,
oewn-10602198-n,serviceman,man,M,
oewn-10602198-n,military man,man,M,
oewn-10429780-n,paymaster,master,M,
oewn-10007930-n,dairyman,man,M,
oewn-09932698-n,hatcheck girl,girl,F,
oewn-09932698-n,hatcheck girl,girl,F,
oewn-09932698-n,hatcheck girl,girl,F,
oewn-09932698-n,check girl,girl,F,
oewn-09932698-n,check girl,girl,F,
oewn-09932698-n,check girl,girl,F,
oewn-11107081-n,John of Gaunt,aunt,F,
oewn-09956514-n,college boy,boy,M,
oewn-09956514-n,college boy,boy,M,
oewn-09956514-n,college man,man,M,
oewn-10563270-n,ruralist,ruralist,M,
oewn-10131457-n,freshman,man,M,
oewn-83226323-n,golf widower,widower,M,
oewn-09965916-n,company man,man,M,
oewn-10630783-n,sleeping beauty,beauty,F,
oewn-10640876-n,sod,sod,M,
oewn-10067809-n,ejaculator,ejaculator,M,
oewn-10908153-n,Henry Cavendish,dish,F,
oewn-10908153-n,Cavendish,dish,F,
oewn-10183493-n,head linesman,man,M,
oewn-09649426-n,peer,peer,M,
oewn-09649426-n,compeer,peer,M,
oewn-09940867-n,fall guy,guy,M,
oewn-10742879-n,traitress,ess,F,
oewn-10822446-n,yardman,man,M,
oewn-09885360-n,booking agent,gent,M,
oewn-10769021-n,ex-serviceman,man,M,
oewn-10661153-n,undercover agent,gent,M,
oewn-10341412-n,miracle man,man,M,
oewn-10121077-n,football hero,hero,M,
oewn-10121077-n,football hero,hero,M,
oewn-10214185-n,hustler,hustler,F,
oewn-09754545-n,Ottoman,man,M,
oewn-10007754-n,dairymaid,maid,F,
oewn-10007754-n,milkmaid,maid,F,
oewn-10420317-n,parliamentary agent,gent,M,
oewn-09865763-n,bedfellow,fellow,M,
oewn-09865763-n,bedfellow,fellow,M,
oewn-10117611-n,flower girl,girl,F,
oewn-10117611-n,flower girl,girl,F,
oewn-10117611-n,flower girl,girl,F,
oewn-10302369-n,housemaid,maid,F,
oewn-10302369-n,amah,amah,F,
oewn-10302369-n,maid,maid,F,
oewn-09850005-n,backroom boy,boy,M,
oewn-09850005-n,backroom boy,boy,M,
oewn-10491317-n,prima donna,donna,F,
oewn-09775831-n,able seaman,man,M,
oewn-09775831-n,able-bodied seaman,man,M,
oewn-10136924-n,gagman,man,M,
oewn-11181402-n,Madonna,donna,F,
oewn-10709498-n,talent agent,gent,M,
oewn-10760525-n,upstart,tart,F,
oewn-10801360-n,feral man,man,M,
oewn-10801360-n,wild man,man,M,
oewn-10878468-n,Boswell,swell,M,
oewn-10878468-n,James Boswell,swell,M,
oewn-10483744-n,preacher man,man,M,
oewn-11229296-n,Greg Norman,man,M,
oewn-11229296-n,Gregory John Norman,man,M,
oewn-11229296-n,Norman,man,M,
oewn-10460611-n,playfellow,fellow,M,
oewn-10460611-n,playfellow,fellow,M,
oewn-10607214-n,sheepman,man,M,
oewn-10739341-n,townsman,man,M,
oewn-10680322-n,straight man,man,M,
oewn-10268074-n,Jehovah's Witness,ess,F,
oewn-10386665-n,nurse,nurse,F,
oewn-10865996-n,Ingrid Bergman,man,M,
oewn-10865996-n,Bergman,man,M,
oewn-10387393-n,nurse-midwife,midwife,F,
oewn-10387393-n,nurse-midwife,wife,F,
oewn-10628714-n,slattern,slattern,F,
oewn-10628714-n,slut,slut,F,
oewn-10628714-n,slut,slut,F,
oewn-10628714-n,trollop,trollop,F,
oewn-10628714-n,trollop,trollop,F,
oewn-10227790-n,inquiry agent,gent,M,
oewn-10550684-n,right-hand man,man,M,
oewn-10776605-n,visiting nurse,nurse,F,
oewn-09835082-n,assignor,signor,M,
oewn-09852122-n,bagman,bagman,M,
oewn-09852122-n,bagman,man,M,
oewn-11074558-n,Hoffman,man,M,
oewn-11074558-n,Malvina Hoffman,man,M,
oewn-10594533-n,ladies' man,man,M,
oewn-10974320-n,Christiaan Eijkman,man,M,
oewn-10974320-n,Eijkman,man,M,
oewn-09939148-n,choirboy,boy,M,
oewn-09939148-n,choirboy,boy,M,
oewn-10337542-n,milkman,man,M,
oewn-10428183-n,patroness,ess,F,
oewn-10201821-n,homeless,ess,F,
oewn-10616499-n,signalman,man,M,
oewn-11370281-n,John Trumbull,bull,M,
oewn-11370281-n,Trumbull,bull,M,
oewn-09905221-n,cabin boy,boy,M,
oewn-09905221-n,cabin boy,boy,M,
oewn-90000401-n,camgirl,girl,F,
oewn-90000401-n,camgirl,girl,F,
oewn-90000401-n,camgirl,girl,F,
oewn-10560292-n,roundsman,man,M,
oewn-09797416-n,business agent,gent,M,
oewn-10417585-n,paralegal,gal,F,
oewn-11067956-n,Hess,ess,F,
oewn-11067956-n,Walter Hess,ess,F,
oewn-11067956-n,Walter Rudolf Hess,ess,F,
oewn-09805332-n,altar boy,boy,M,
oewn-09805332-n,altar boy,boy,M,
oewn-10525052-n,rainmaker,rainmaker,M,
oewn-10288119-n,liveryman,man,M,
oewn-10520527-n,question master,master,M,
oewn-10520527-n,quizmaster,master,M,
oewn-09725944-n,Ingerman,man,M,
oewn-10337621-n,mill agent,gent,M,
oewn-10127858-n,four-minute man,man,M,
oewn-11225236-n,Paul Leonard Newman,man,M,
oewn-11225236-n,Paul Newman,man,M,
oewn-11225236-n,Newman,man,M,
oewn-10496513-n,privateersman,man,M,
oewn-10064687-n,editor in chief,chief,M,
oewn-09992476-n,cowboy,boy,M,
oewn-09992476-n,cowboy,boy,M,
oewn-09992476-n,cowboy,cowboy,M,
oewn-10306552-n,maltman,man,M,
oewn-09928136-n,chapman,man,M,
oewn-10823295-n,yeoman,man,M,
oewn-10456781-n,placeman,man,M,
oewn-10712548-n,internal revenue agent,gent,M,
oewn-10712548-n,taxman,man,M,
oewn-10712548-n,exciseman,man,M,
oewn-09863124-n,batman,man,M,
oewn-10684629-n,strongman,man,M,
oewn-09749546-n,Northman,man,M,
oewn-10183618-n,headman,man,M,
oewn-10183618-n,tribal chief,chief,M,
oewn-10183618-n,chief,chief,M,
oewn-10153370-n,G-man,man,M,
oewn-10153370-n,government man,man,M,
oewn-10153370-n,FBI agent,gent,M,
oewn-10007849-n,dairyman,man,M,
oewn-09878963-n,chargeman,man,M,
oewn-10480626-n,poultryman,man,M,
oewn-09886717-n,border patrolman,man,M,
oewn-10240156-n,jazzman,man,M,
oewn-10910620-n,John Chapman,man,M,
oewn-10910620-n,Chapman,man,M,
oewn-10673454-n,amanuensis,sis,F,
oewn-09896590-n,brother,brother,M,
oewn-10790559-n,water witch,witch,F,
oewn-10790559-n,water witch,witch,F,
oewn-10765000-n,man,man,M,
oewn-10765000-n,gentleman,gentleman,M,
oewn-10765000-n,gentleman,man,M,
oewn-10765000-n,gentleman's gentleman,gentleman,M,
oewn-10765000-n,gentleman's gentleman,man,M,
oewn-10758625-n,general agent,gent,M,
oewn-10758625-n,universal agent,gent,M,
oewn-10655738-n,spinster,spinster,F,
oewn-11074437-n,Hoffman,man,M,
oewn-11074437-n,Dustin Hoffman,man,M,
oewn-10967620-n,George Eastman,man,M,
oewn-10967620-n,Eastman,man,M,
oewn-09993154-n,coxswain,swain,M,
oewn-09903961-n,pantryman,man,M,
oewn-10658867-n,sporting man,man,M,
oewn-10651127-n,special agent,gent,M,
oewn-10459494-n,playboy,boy,M,
oewn-10459494-n,playboy,boy,M,
oewn-10283277-n,lineman,man,M,
oewn-09865673-n,bedfellow,fellow,M,
oewn-09865673-n,bedfellow,fellow,M,
oewn-10787100-n,wardress,ess,F,
oewn-10139148-n,games-master,master,M,
oewn-10139148-n,games-mistress,mistress,F,
oewn-10139148-n,games-mistress,mistress,F,
oewn-10139148-n,games-mistress,mistress,F,
oewn-10139148-n,games-mistress,ess,F,
oewn-10569647-n,sandboy,boy,M,
oewn-10569647-n,sandboy,boy,M,
oewn-10159689-n,governess,ess,F,
oewn-10216023-n,iceman,man,M,
oewn-09782244-n,success,ess,F,
oewn-10139987-n,garbage man,man,M,
oewn-10139987-n,garbageman,man,M,
oewn-10139987-n,dustman,man,M,
oewn-10137072-n,gagman,man,M,
oewn-10520091-n,queen dowager,dowager,F,
oewn-09881589-n,boatswain,swain,M,
oewn-09953671-n,college girl,girl,F,
oewn-09953671-n,college girl,girl,F,
oewn-09953671-n,college girl,girl,F,
oewn-09979596-n,middleman,man,M,
oewn-10551505-n,ringmaster,master,M,
oewn-10420525-n,parlormaid,maid,F,
oewn-10420525-n,parlourmaid,maid,F,
oewn-10527285-n,rare bird,bird,F,
oewn-10789977-n,water boy,boy,M,
oewn-10789977-n,water boy,boy,M,
oewn-10222754-n,Indian agent,gent,M,
oewn-10489196-n,PR man,man,M,
oewn-10489196-n,press agent,gent,M,
oewn-10489196-n,public relations man,man,M,
oewn-10489196-n,publicity man,man,M,
oewn-10184590-n,headman,man,M,
oewn-10184590-n,headsman,man,M,
oewn-10565619-n,cracksman,man,M,
oewn-09909644-n,camp follower,camp follower,F,
oewn-09947594-n,churchman,man,M,
oewn-09880801-n,sailor boy,boy,M,
oewn-09880801-n,sailor boy,boy,M,
oewn-09880801-n,navy man,man,M,
oewn-09996708-n,crewman,man,M,
oewn-10196310-n,hired man,man,M,
oewn-09912467-n,police chief,chief,M,
oewn-09952246-n,coastguardsman,man,M,
oewn-10230706-n,middleman,man,M,
oewn-10366935-n,nautch girl,girl,F,
oewn-10366935-n,nautch girl,girl,F,
oewn-10366935-n,nautch girl,girl,F,
oewn-10497298-n,student nurse,nurse,F,
oewn-10241190-n,Jesuit,suit,M,
oewn-10742407-n,trainman,man,M,
oewn-10742407-n,railroad man,man,M,
oewn-10742407-n,railway man,man,M,
oewn-10742407-n,railwayman,man,M,
oewn-10462606-n,pipe fitter,fitter,M,
oewn-10113427-n,fisherman,man,M,
oewn-09902904-n,buster,buster,M,
oewn-11068104-n,Hess,ess,F,
oewn-11068104-n,Dame Myra Hess,ess,F,
oewn-09900985-n,bushman,man,M,
oewn-11286693-n,Rochambeau,beau,M,
oewn-11286693-n,Rochambeau,beau,M,
oewn-11286693-n,Comte de Rochambeau,beau,M,
oewn-11286693-n,Comte de Rochambeau,beau,M,
oewn-10129595-n,free agent,gent,M,
oewn-10532713-n,rewrite man,man,M,
oewn-11024857-n,Goldman,man,M,
oewn-11024857-n,Emma Goldman,man,M,
oewn-09914932-n,career man,man,M,
oewn-10224540-n,infantryman,man,M,
oewn-09982445-n,yard bird,yard bird,M,
oewn-09982445-n,yard bird,bird,F,
oewn-09982445-n,yardbird,yardbird,M,
oewn-09982445-n,yardbird,bird,F,
oewn-10264610-n,land agent,gent,M,
oewn-11376631-n,Otho,ho,F,
oewn-10157889-n,good guy,guy,M,
oewn-10061492-n,early bird,bird,F,
oewn-10773007-n,vigilance man,man,M,
oewn-09764463-n,Oklahoman,man,M,
oewn-11168738-n,Madonna,donna,F,
oewn-09922184-n,cave man,man,M,
oewn-09922184-n,caveman,man,M,
oewn-10170076-n,insurgent,gent,M,
oewn-10181947-n,modiste,modiste,F,
oewn-10293135-n,underboss,boss,M,
oewn-10683779-n,striptease,tease,F,
oewn-10652848-n,witness,ess,F,
oewn-10652848-n,looker,looker,F,
oewn-11256033-n,Sir Isaac Pitman,man,M,
oewn-11256033-n,Pitman,man,M,
oewn-09996612-n,crewman,man,M,
oewn-10407411-n,outfitter,fitter,M,
oewn-10060037-n,Dutch uncle,uncle,M,
oewn-09862831-n,bat boy,boy,M,
oewn-09862831-n,bat boy,boy,M,
oewn-10008135-n,dalesman,man,M,
oewn-10107637-n,filibuster,buster,M,
oewn-11313147-n,George Guess,ess,F,
oewn-10308837-n,man,man,M,
oewn-11081729-n,Housman,man,M,
oewn-11081729-n,A. E. Housman,man,M,
oewn-11081729-n,Alfred Edward Housman,man,M,
oewn-09781176-n,customer's man,man,M,
oewn-09899082-n,bullyboy,boy,M,
oewn-09899082-n,bullyboy,boy,M,
oewn-09955673-n,workfellow,fellow,M,
oewn-09955673-n,workfellow,fellow,M,
oewn-10615756-n,sidesman,man,M,
oewn-11352063-n,Tasman,man,M,
oewn-11352063-n,Abel Janszoon Tasman,man,M,
oewn-11352063-n,Abel Tasman,man,M,
oewn-10791957-n,webmaster,master,M,
oewn-10593869-n,section man,man,M,
oewn-09801838-n,alderman,man,M,
oewn-10177912-n,Haman,man,M,
oewn-09869006-n,sweetheart,sweetheart,F,
oewn-09796453-n,agent,gent,M,
oewn-10236360-n,hardwareman,man,M,
oewn-10260211-n,odd fellow,fellow,M,
oewn-10260211-n,odd fellow,fellow,M,
oewn-10260211-n,queer bird,bird,F,
oewn-10426650-n,patriarch,patriarch,M,
oewn-10426650-n,patriarch,patriarch,M,
oewn-10453501-n,ponce,ponce,M,
oewn-10453501-n,fancy man,man,M,
oewn-10068420-n,elder statesman,statesman,M,
oewn-10068420-n,elder statesman,man,M,
oewn-10178882-n,odd-job man,man,M,
oewn-10178882-n,handyman,man,M,
oewn-09917055-n,newsboy,boy,M,
oewn-09917055-n,newsboy,boy,M,
oewn-10288775-n,lockman,man,M,
oewn-10288775-n,lockmaster,master,M,
oewn-10349502-n,Monsignor,signor,M,
oewn-10230873-n,houseman,man,M,
oewn-10637750-n,sob sister,sister,F,
oewn-10181460-n,hatchet man,man,M,
oewn-11180666-n,Groucho,ho,F,
oewn-10104986-n,swordsman,man,M,
oewn-09793385-n,adman,man,M,
oewn-10646919-n,soundman,man,M,
oewn-10218378-n,idolatress,ess,F,
oewn-10424974-n,past master,master,M,
oewn-10734679-n,tomboy,boy,M,
oewn-10734679-n,tomboy,boy,M,
oewn-10014346-n,deaconess,ess,F,
oewn-11335374-n,Steinman,man,M,
oewn-11335374-n,David B. Steinman,man,M,
oewn-11335374-n,David Barnard Steinman,man,M,
oewn-10395493-n,old master,master,M,
oewn-09632185-n,benefactress,actress,F,
oewn-09632185-n,benefactress,ess,F,
oewn-11201624-n,Comte de Mirabeau,beau,M,
oewn-11201624-n,Comte de Mirabeau,beau,M,
oewn-11201624-n,Mirabeau,beau,M,
oewn-11201624-n,Mirabeau,beau,M,
oewn-11067696-n,Hess,ess,F,
oewn-11067696-n,Rudolf Hess,ess,F,
oewn-11067696-n,Walther Richard Rudolf Hess,ess,F,
oewn-10075655-n,foeman,man,M,
oewn-10204124-n,hooker,hooker,F,
oewn-11425433-n,Zeeman,man,M,
oewn-11425433-n,Pieter Zeeman,man,M,
oewn-10734333-n,toll agent,gent,M,
oewn-10734333-n,tollman,man,M,
oewn-10337375-n,militiaman,man,M,
oewn-10400198-n,Orangeman,man,M,
oewn-10803410-n,wireman,man,M,
oewn-09880059-n,blood brother,blood brother,M,
oewn-09880059-n,blood brother,brother,M,
oewn-09778642-n,schoolman,man,M,
oewn-11229418-n,Jessye Norman,man,M,
oewn-11229418-n,Norman,man,M,
oewn-11054870-n,Stephen Hawking,king,M,
oewn-11054870-n,Stephen Hawking,king,M,
oewn-11054870-n,Stephen William Hawking,king,M,
oewn-11054870-n,Stephen William Hawking,king,M,
oewn-11054870-n,Hawking,king,M,
oewn-11054870-n,Hawking,king,M,
oewn-10391029-n,office boy,boy,M,
oewn-10391029-n,office boy,boy,M,
oewn-09792668-n,resister,sister,F,
oewn-10299827-n,master,master,M,
oewn-10004490-n,customer agent,gent,M,
oewn-10539702-n,Renaissance man,man,M,
oewn-09837427-n,spaceman,man,M,
oewn-10779867-n,votary,votary,M,
oewn-10098113-n,paramour,paramour,F,
oewn-10098113-n,fancy man,man,M,
oewn-09732504-n,Dutchman,man,M,
oewn-10766249-n,liegeman,man,M,
oewn-09789352-n,claim agent,gent,M,
oewn-10322977-n,matron,matron,F,
oewn-10322977-n,matron,matron,F,
oewn-10068293-n,elder statesman,statesman,M,
oewn-10068293-n,elder statesman,man,M,
oewn-09871587-n,bey,bey,M,
oewn-10155983-n,gold digger,gold digger,F,
oewn-10137865-n,gallows bird,bird,F,
oewn-10810861-n,working man,man,M,
oewn-10810861-n,workingman,man,M,
oewn-10810861-n,workman,man,M,
oewn-10684445-n,strongman,man,M,
oewn-10499146-n,prodigal,gal,F,
oewn-10865820-n,Ingmar Bergman,man,M,
oewn-10865820-n,Bergman,man,M,
oewn-10229738-n,insurgent,gent,M,
oewn-11224952-n,John Henry Newman,man,M,
oewn-11224952-n,Cardinal Newman,man,M,
oewn-11224952-n,Newman,man,M,
oewn-10588855-n,intelligence agent,gent,M,
oewn-10588855-n,secret agent,gent,M,
oewn-10553431-n,roadman,roadman,M,
oewn-10553431-n,roadman,man,M,
oewn-09955448-n,fellow,fellow,M,
oewn-09955448-n,fellow,fellow,M,
oewn-10356617-n,muffin man,man,M,
oewn-10812808-n,matman,man,M,
oewn-10087600-n,everyman,man,M,
oewn-09659757-n,soul brother,brother,M,
oewn-10702400-n,sweetheart,sweetheart,F,
oewn-10342459-n,ape-man,man,M,
oewn-10566190-n,crewman,man,M,
oewn-09992602-n,cowboy,boy,M,
oewn-09992602-n,cowboy,boy,M,
oewn-09992602-n,cowboy,cowboy,M,
oewn-10205301-n,horseman,horseman,M,
oewn-10205301-n,horseman,man,M,
oewn-10283628-n,linesman,man,M,
oewn-10807040-n,wolf boy,boy,M,
oewn-10807040-n,wolf boy,boy,M,
oewn-10436654-n,false witness,ess,F,
oewn-11349502-n,Tallchief,chief,M,
oewn-11349502-n,Maria Tallchief,chief,M,
oewn-10394240-n,oilman,man,M,
oewn-10375148-n,freshman,man,M,
oewn-10550146-n,rifleman,man,M,
oewn-10123978-n,honcho,ho,F,
oewn-09921806-n,cavalryman,man,M,
oewn-10456474-n,pivot man,man,M,
oewn-10047201-n,double agent,gent,M,
oewn-09900347-n,burgomaster,master,M,
oewn-10730902-n,timberman,man,M,
oewn-09851898-n,baggageman,man,M,
oewn-10229332-n,general agent,gent,M,
oewn-10229332-n,insurance agent,gent,M,
oewn-89388690-n,king,king,M,
oewn-89388690-n,king,king,M,
oewn-10365033-n,narcotics agent,gent,M,
oewn-10152508-n,trencherman,man,M,
oewn-10129431-n,free agent,gent,M,
oewn-10344909-n,apotheosis,sis,F,
oewn-10023138-n,den mother,mother,F,
oewn-10023138-n,den mother,mother,F,
oewn-11310643-n,Seaman,man,M,
oewn-11310643-n,Elizabeth Cochrane Seaman,man,M,
oewn-11310643-n,Elizabeth Seaman,man,M,
oewn-10728625-n,third baseman,man,M,
oewn-09951966-n,pitman,man,M,
oewn-09717733-n,Chinaman,man,M,
oewn-09898610-n,bull,bull,M,
oewn-10771378-n,vice-regent,gent,M,
oewn-10160449-n,graduate nurse,nurse,F,
oewn-10160449-n,trained nurse,nurse,F,
oewn-10105218-n,ferryman,man,M,
oewn-10457357-n,plainclothesman,man,M,
oewn-11067516-n,Hess,ess,F,
oewn-11067516-n,Victor Francis Hess,ess,F,
oewn-11067516-n,Victor Franz Hess,ess,F,
oewn-11067516-n,Victor Hess,ess,F,
oewn-10773949-n,ravisher,ravisher,F,
oewn-89782767-n,first gentleman,gentleman,M,
oewn-89782767-n,first gentleman,man,M,
oewn-11370509-n,Jonathan Trumbull,bull,M,
oewn-11370509-n,Trumbull,bull,M,
oewn-10892092-n,Burgess,ess,F,
oewn-10892092-n,Anthony Burgess,ess,F,
oewn-10737570-n,tough guy,guy,M,
oewn-10069171-n,lineman,man,M,
oewn-10069171-n,linesman,man,M,
oewn-10762538-n,utility man,man,M,
oewn-10212645-n,huntsman,man,M,
oewn-10621666-n,sister,sister,F,
oewn-10738916-n,townsman,man,M,
oewn-09797585-n,literary agent,gent,M,
oewn-09987658-n,barrow-boy,boy,M,
oewn-09987658-n,barrow-boy,boy,M,
oewn-09987658-n,barrow-man,man,M,
oewn-10334361-n,midshipman,man,M,
oewn-10229140-n,instructress,ess,F,
oewn-10048994-n,draftsman,man,M,
oewn-10048994-n,draughtsman,man,M,
oewn-09824747-n,bowman,man,M,
oewn-10733335-n,toastmaster,master,M,
oewn-09935109-n,chess master,master,M,
oewn-10724535-n,thane,thane,M,
oewn-09908991-n,cameraman,man,M,
oewn-10711765-n,taskmaster,master,M,
oewn-10633741-n,smasher,masher,M,
oewn-10633741-n,smasher,smasher,F,
oewn-10154390-n,godmother,mother,F,
oewn-10154390-n,godmother,mother,F,
oewn-09928935-n,character witness,ess,F,
oewn-10613451-n,showman,man,M,
oewn-10502980-n,property man,man,M,
oewn-10502980-n,property master,master,M,
oewn-10502980-n,propman,man,M,
oewn-10597162-n,selling agent,gent,M,
oewn-09914590-n,career girl,girl,F,
oewn-09914590-n,career girl,girl,F,
oewn-09914590-n,career girl,girl,F,
oewn-09951794-n,coachman,man,M,
oewn-10393500-n,agent,gent,M,
oewn-10393500-n,federal agent,gent,M,
oewn-10207609-n,hotelman,man,M,
oewn-10122997-n,foreign agent,gent,M,
oewn-10375912-n,newsagent,gent,M,
oewn-10799781-n,witch,witch,F,
oewn-10799781-n,witch,witch,F,
